"Gene > GO Annotation > Ontology Term . Name","Gene > Systematic Name","Gene > GO Annotation > Ontology Term . Namespace"
"helicase activity","YGL201C","molecular_function"
"helicase activity","YGR005C","molecular_function"
"helicase activity","YGR271W","molecular_function"
"helicase activity","YHR031C","molecular_function"
"helicase activity","YHR065C","molecular_function"
"helicase activity","YHR164C","molecular_function"
"helicase activity","YHR169W","molecular_function"
"helicase activity","YIL126W","molecular_function"
"helicase activity","YIL143C","molecular_function"
"helicase activity","YIR002C","molecular_function"
"helicase activity","YJL033W","molecular_function"
"helicase activity","YJL050W","molecular_function"
"helicase activity","YJL092W","molecular_function"
"helicase activity","YJR035W","molecular_function"
"helicase activity","YKL017C","molecular_function"
"helicase activity","YKL078W","molecular_function"
"helicase activity","YKR024C","molecular_function"
"helicase activity","YKR086W","molecular_function"
"helicase activity","YLL008W","molecular_function"
"helicase activity","YLR032W","molecular_function"
"helicase activity","YLR247C","molecular_function"
"helicase activity","YLR274W","molecular_function"
"helicase activity","YLR276C","molecular_function"
"helicase activity","YLR398C","molecular_function"
"helicase activity","YML061C","molecular_function"
"helicase activity","YMR080C","molecular_function"
"helicase activity","YMR106C","molecular_function"
"helicase activity","YMR128W","molecular_function"
"helicase activity","YMR190C","molecular_function"
"helicase activity","YMR284W","molecular_function"
"helicase activity","YMR290C","molecular_function"
"helicase activity","YNR011C","molecular_function"
"helicase activity","YNR038W","molecular_function"
"helicase activity","YOL095C","molecular_function"
"helicase activity","YOR046C","molecular_function"
"helicase activity","YOR191W","molecular_function"
"helicase activity","YOR204W","molecular_function"
"helicase activity","YOR290C","molecular_function"
"helicase activity","YOR304W","molecular_function"
"helicase activity","YPL008W","molecular_function"
"helicase activity","YPL029W","molecular_function"
"helicase activity","YPL082C","molecular_function"
"helicase activity","YPL235W","molecular_function"
"helicase activity","YPR019W","molecular_function"
"heme a biosynthetic process","YPL172C","biological_process"
"heme a biosynthetic process","YPL252C","biological_process"
"heme binding","YGL055W","molecular_function"
"heme binding","YGR088W","molecular_function"
"heme binding","YGR234W","molecular_function"
"heme binding","YHR007C","molecular_function"
"heme binding","YJR048W","molecular_function"
"heme binding","YJR137C","molecular_function"
"heme binding","YKR066C","molecular_function"
"heme binding","YMR015C","molecular_function"
"heme binding","YMR073C","molecular_function"
"heme binding","YMR272C","molecular_function"
"heme binding","YOR065W","molecular_function"
"heme binding","YPL170W","molecular_function"
"heme biosynthetic process","YDL120W","biological_process"
"heme biosynthetic process","YDL205C","biological_process"
"heme biosynthetic process","YDR044W","biological_process"
"heme biosynthetic process","YDR047W","biological_process"
"heme biosynthetic process","YDR232W","biological_process"
"heme biosynthetic process","YER014W","biological_process"
"heme biosynthetic process","YGL040C","biological_process"
"heme biosynthetic process","YMR056C","biological_process"
"heme biosynthetic process","YOR176W","biological_process"
"heme biosynthetic process","YOR278W","biological_process"
"heme biosynthetic process","YPL172C","biological_process"
"heme O biosynthetic process","YPL172C","biological_process"
"heme transport","YBL030C","biological_process"
"heme transport","YBR085W","biological_process"
"heme transport","YMR056C","biological_process"
"heterochromatin assembly","YLR442C","biological_process"
"heterochromatin assembly involved in chromatin silencing","YAL019W","biological_process"
"heterochromatin assembly involved in chromatin silencing","YBL079W","biological_process"
"heterochromatin assembly involved in chromatin silencing","YNL206C","biological_process"
"heterochromatin maintenance involved in chromatin silencing","YAL019W","biological_process"
"heterochromatin maintenance involved in chromatin silencing","YBR245C","biological_process"
"heterochromatin organization involved in chromatin silencing","YBR278W","biological_process"
"heterochromatin organization involved in chromatin silencing","YCL010C","biological_process"
"heterochromatin organization involved in chromatin silencing","YDR121W","biological_process"
"heterochromatin organization involved in chromatin silencing","YPR175W","biological_process"
"heteroduplex DNA loop binding","YCR092C","molecular_function"
"heteroduplex DNA loop binding","YDL002C","molecular_function"
"heteroduplex DNA loop binding","YHR120W","molecular_function"
"heteroduplex DNA loop binding","YMR167W","molecular_function"
"heteroduplex DNA loop binding","YNL082W","molecular_function"
"heteroduplex DNA loop binding","YOL090W","molecular_function"
"heteroduplex formation","YAR007C","biological_process"
"heteroduplex formation","YDR004W","biological_process"
"heteroduplex formation","YER095W","biological_process"
"heteroduplex formation","YGL163C","biological_process"
"heteroduplex formation","YJL173C","biological_process"
"heterotrimeric G-protein complex","YER020W","cellular_component"
"heterotrimeric G-protein complex","YOR212W","cellular_component"
"heterotrimeric G-protein complex cycle","YOR212W","biological_process"
"hexaprenyldihydroxybenzoate methyltransferase activity","YOL096C","molecular_function"
"hexokinase activity","YDR516C","molecular_function"
"hexokinase activity","YFR053C","molecular_function"
"hexokinase activity","YGL253W","molecular_function"
"hexose mediated signaling","YDL035C","biological_process"
"hexose mediated signaling","YER020W","biological_process"
"hexose metabolic process","YFR053C","biological_process"
"hexose metabolic process","YGL253W","biological_process"
"HICS complex","YDL117W","cellular_component"
"HICS complex","YER118C","cellular_component"
"HICS complex","YMR032W","cellular_component"
"HICS complex","YNL152W","cellular_component"
"high-affinity iron ion transmembrane transport","YBR207W","biological_process"
"high-affinity iron ion transmembrane transport","YER145C","biological_process"
"high-affinity iron ion transmembrane transport","YMR058W","biological_process"
"high-affinity iron permease complex","YBR207W","cellular_component"
"high-affinity iron permease complex","YER145C","cellular_component"
"high-affinity iron permease complex","YMR058W","cellular_component"
"high-affinity L-histidine transmembrane transporter activity","YGR191W","molecular_function"
"high-affinity tryptophan transmembrane transporter activity","YOL020W","molecular_function"
"high-affinity zinc II ion transport","YGL255W","biological_process"
"high-affinity zinc uptake transmembrane transporter activity","YGL255W","molecular_function"
"HIR complex","YBL008W","cellular_component"
"HIR complex","YJR140C","cellular_component"
"HIR complex","YOR038C","cellular_component"
"histidine biosynthetic process","YBR084W","biological_process"
"histidine biosynthetic process","YBR248C","biological_process"
"histidine biosynthetic process","YCL030C","biological_process"
"histidine biosynthetic process","YDL106C","biological_process"
"histidine biosynthetic process","YER055C","biological_process"
"histidine biosynthetic process","YFR025C","biological_process"
"histidine biosynthetic process","YGR204W","biological_process"
"histidine biosynthetic process","YIL020C","biological_process"
"histidine biosynthetic process","YIL116W","biological_process"
"histidine biosynthetic process","YOR202W","biological_process"
"histidine phosphotransfer kinase activity","YIL147C","molecular_function"
"histidine transport","YGR191W","biological_process"
"histidine-tRNA ligase activity","YPR033C","molecular_function"
"histidinol dehydrogenase activity","YCL030C","molecular_function"
"histidinol-phosphatase activity","YFR025C","molecular_function"
"histidinol-phosphate transaminase activity","YIL116W","molecular_function"
"histidyl-tRNA aminoacylation","YPR033C","biological_process"
"histone acetylation","YBL052C","biological_process"
"histone acetylation","YCR082W","biological_process"
"histone acetylation","YDR145W","biological_process"
"histone acetylation","YDR167W","biological_process"
"histone acetylation","YDR176W","biological_process"
"histone acetylation","YDR181C","biological_process"
"histone acetylation","YDR392W","biological_process"
"histone acetylation","YEL056W","biological_process"
"histone acetylation","YGL066W","biological_process"
"histone acetylation","YGR002C","biological_process"
"histone acetylation","YGR252W","biological_process"
"histone acetylation","YGR274C","biological_process"
"histone acetylation","YHR013C","biological_process"
"histone acetylation","YHR090C","biological_process"
"histone acetylation","YJL081C","biological_process"
"histone acetylation","YJL115W","biological_process"
"histone acetylation","YJL127C","biological_process"
"histone acetylation","YJR082C","biological_process"
"histone acetylation","YLL002W","biological_process"
"histone acetylation","YLL022C","biological_process"
"histone acetylation","YLR055C","biological_process"
"histone acetylation","YLR153C","biological_process"
"histone acetylation","YMR127C","biological_process"
"histone acetylation","YMR236W","biological_process"
"histone acetylation","YNL136W","biological_process"
"histone acetylation","YOL148C","biological_process"
"histone acetylation","YOR023C","biological_process"
"histone acetylation","YOR064C","biological_process"
"histone acetylation","YOR244W","biological_process"
"histone acetylation","YPL001W","biological_process"
"histone acetylation","YPL086C","biological_process"
"histone acetylation","YPL254W","biological_process"
"histone acetylation","YPR023C","biological_process"
"histone acetylation","YPR031W","biological_process"
"histone acetyltransferase activity","YBL052C","molecular_function"
"histone acetyltransferase activity","YDR176W","molecular_function"
"histone acetyltransferase activity","YDR181C","molecular_function"
"histone acetyltransferase activity","YDR448W","molecular_function"
"histone acetyltransferase activity","YEL056W","molecular_function"
"histone acetyltransferase activity","YGL066W","molecular_function"
"histone acetyltransferase activity","YGR252W","molecular_function"
"histone acetyltransferase activity","YGR274C","molecular_function"
"histone acetyltransferase activity","YHR090C","molecular_function"
"histone acetyltransferase activity","YJL081C","molecular_function"
"histone acetyltransferase activity","YJL127C","molecular_function"
"histone acetyltransferase activity","YJR082C","molecular_function"
"histone acetyltransferase activity","YLL002W","molecular_function"
"histone acetyltransferase activity","YMR127C","molecular_function"
"histone acetyltransferase activity","YOR023C","molecular_function"
"histone acetyltransferase activity","YOR064C","molecular_function"
"histone acetyltransferase activity","YOR213C","molecular_function"
"histone acetyltransferase activity","YOR244W","molecular_function"
"histone acetyltransferase activity","YPL001W","molecular_function"
"histone acetyltransferase activity","YPL086C","molecular_function"
"histone acetyltransferase activity","YPR023C","molecular_function"
"histone acetyltransferase complex","YDR359C","cellular_component"
